Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description
Women of Earth Avonfor women,for women,4.23,253,"['floral', 'fruity', 'sweet', 'citrus', 'powdery', 'woody', 'white floral', 'musky']",['Calice Becker'],"Women of EarthbyAvonis a Floral Fruity fragrance for women.Women of Earthwas launched in 1998. The nose behind this fragrance is Calice Becker. Top notes are Fig, Brazilian Orange and Bergamot; middle notes are Apple Blossom, Egyptian Jasmine, Sweet Pea and Daphne; base notes are Musk, Peach, Sandalwood, Amber and Vanilla."
Будь Счастлива (Be Happy) Avonfor women and men,for women and men,2.78,9,"['musky', 'amber', 'fruity', 'powdery', 'white floral', 'citrus', 'animalic', 'woody', 'sweet', 'floral']","['Adilson Rato', 'Frank Voelkl']","Будь Счастлива (Be Happy)byAvonis a Floral Fruity fragrance for women and men. This is a new fragrance.Будь Счастлива (Be Happy)was launched in 2024. Будь Счастлива (Be Happy) was created by Frank Voelkl and Adilson Rato. Top notes are Blood Orange, Raspberry and Lychee; middle notes are Honeysuckle and Water Lily; base notes are Musk, Amber and Cashmere Wood."
300 Km/h Gamer Avonfor men,for men,3.77,40,"['citrus', 'aromatic', 'warm spicy', 'fruity', 'green', 'patchouli', 'woody', 'amber', 'fresh spicy', 'sweet']","['Leandro Petit', 'Rodrigo Flores-Roux']","300 Km/h GamerbyAvonis a Aromatic fragrance for men.300 Km/h Gamerwas launched in 2021. 300 Km/h Gamer was created by Leandro Petit and Rodrigo Flores-Roux. Top notes are Pink Grapefruit, Litsea Cubeba and Black Currant; middle notes are Rhubarb, Ginger and Cardamom; base notes are Patchouli, Labdanum and Amber."
300 Km/h Intense Avonfor men,for men,3.5,56,"['aromatic', 'fresh spicy', 'woody', 'warm spicy', 'green', 'herbal', 'earthy', 'ozonic', 'fresh', 'patchouli']",['Pascal Guarin'],"300 Km/h IntensebyAvonis a Woody Aromatic fragrance for men.300 Km/h Intensewas launched in 2013. The nose behind this fragrance is Pascal Guarin. Top notes are Ginger, Geranium and Citruses; middle notes are Basil, Violet Leaves, Cedar, Anise and Petitgrain; base notes are Patchouli, Vetiver, Moss, Teak Wood, Guaiac Wood, Sandalwood, Amber and Musk."
300 Km/h Pole Position Avonfor men,for men,4,19,"['aromatic', 'fresh spicy', 'woody', 'amber', 'green', 'musky', 'fresh', 'lavender', 'herbal', 'citrus']",['Frank Voelkl'],"300 Km/h Pole PositionbyAvonis a Woody Aromatic fragrance for men.300 Km/h Pole Positionwas launched in 2014. The nose behind this fragrance is Frank Voelkl. Top notes are Basil, Clary Sage and Melon; middle notes are Neroli, Cypress and Lavender; base notes are Amber, Cashmere Wood and Musk."
300 Km/h Quantum Avonfor men,for men,3.63,35,"['ozonic', 'fresh spicy', 'aromatic', 'woody', 'rose', 'herbal']","['Marion Costero', 'Olivier Gillotin']",300 Km/h QuantumbyAvonis a Woody Aromatic fragrance for men. This is a new fragrance.300 Km/h Quantumwas launched in 2022. 300 Km/h Quantum was created by Marion Costero and Olivier Gillotin. Top note is Ozonic notes; middle note is Geranium; base note is Virginia Cedar.
300 Km/h Supersonic Avonfor men,for men,3.82,61,"['woody', 'citrus', 'fresh spicy', 'aromatic', 'musky', 'amber', 'earthy', 'fresh']",['Pascal Gaurin'],300 Km/h SupersonicbyAvonis a Aromatic Fougere fragrance for men.300 Km/h Supersonicwas launched in 2018. The nose behind this fragrance is Pascal Gaurin. Top note is Citruses; middle note is Madagascar Pepper; base notes are Madagascar Vetiver and Iso E Super.
Breeze Violeta Intense Avonfor women and men,for women and men,5,1,"['citrus', 'powdery', 'woody', 'violet', 'green', 'aromatic', 'fresh', 'fruity', 'patchouli', 'fresh spicy']",['Eurico Mazzini'],"Breeze Violeta IntensebyAvonis a Floral Green fragrance for women and men.Breeze Violeta Intensewas launched in 2006. The nose behind this fragrance is Eurico Mazzini. Top notes are Lemon, Grapefruit and Galbanum; middle notes are Violet, Peach, Tea and Chamomile; base notes are Patchouli, Cedar, Sandalowood and Musk."
Ambre Ardent Avonfor women and men,for women and men,3.79,377,"['warm spicy', 'amber', 'patchouli', 'cinnamon', 'fresh spicy']",['Rodrigo Flores-Roux'],"Ambre ArdentbyAvonis a Chypre fragrance for women and men.Ambre Ardentwas launched in 2020. The nose behind this fragrance is Rodrigo Flores-Roux. Top notes are Cardamom, Cinnamon, Clove, Black Pepper, Bergamot and Mirabelle; middle notes are Orris, White Datura and Jasmine; base notes are Amber, Benzoin and Patchouli."
Artistique Nymphea Lumière Avonfor women and men,for women and men,3.85,117,"['floral', 'fresh', 'aquatic', 'ozonic', 'rose', 'woody']",['Nathalie Lorson'],Artistique Nymphea LumièrebyAvonis a Floral Aquatic fragrance for women and men.Artistique Nymphea Lumièrewas launched in 2021. The nose behind this fragrance is Nathalie Lorson. Top note is Lotus; middle note is Peony; base note is Precious Woods.
Artistique Rose Somptueuse Avonfor women,for women,3.72,163,"['rose', 'woody', 'vanilla', 'fruity', 'floral', 'fresh spicy']",['Pierre-Constantin Guéros'],Artistique Rose SomptueusebyAvonis a Floral Fruity fragrance for women. This is a new fragrance.Artistique Rose Somptueusewas launched in 2022. The nose behind this fragrance is Pierre-Constantin Guéros. Top note is Black Pomegranate; middle note is May Rose; base note is Vanilla.
Artistique Wisteria Sublime Avonfor women and men,for women and men,3.78,150,"['floral', 'fresh', 'musky']",['Nathalie Lorson'],Artistique Wisteria SublimebyAvonis a Floral Woody Musk fragrance for women and men.Artistique Wisteria Sublimewas launched in 2021. The nose behind this fragrance is Nathalie Lorson. Top note is Wisteria; middle note is Nasturtium; base note is Natural Musk.
Iris Fetiche Avonfor women and men,for women and men,3.83,475,"['powdery', 'iris', 'vanilla', 'woody', 'amber', 'violet', 'earthy', 'white floral', 'fresh spicy', 'warm spicy']",['Emilie Bevierre-Coppermann'],"Iris FetichebyAvonis a Floral Woody Musk fragrance for women and men.Iris Fetichewas launched in 2020. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Green Notes, Pepper and Bergamot; middle notes are Iris Flower, Jasmine and Rose; base notes are Vanilla, Amber and Sandalwood."
Magnolia en Fleurs Avonfor women,for women,3.63,386,"['floral', 'citrus', 'white floral', 'musky', 'powdery', 'mossy', 'woody', 'fresh spicy', 'earthy']",['Maurice Roucel'],"Magnolia en FleursbyAvonis a Floral Woody Musk fragrance for women.Magnolia en Fleurswas launched in 2020. The nose behind this fragrance is Maurice Roucel. Top notes are Bergamot and Pink Pepper; middle notes are Magnolia, Jasmine and Gardenia; base notes are Musk, Moss and Sandalwood."
Oud Grandeur Avonfor women and men,for women and men,3.93,402,"['fresh spicy', 'warm spicy', 'oud', 'vanilla', 'amber', 'white floral', 'patchouli', 'powdery']",['Rodrigo Flores-Roux'],"Oud GrandeurbyAvonis a Amber fragrance for women and men.Oud Grandeurwas launched in 2020. The nose behind this fragrance is Rodrigo Flores-Roux. Top notes are Nutmeg, Black Pepper and White Pepper; middle notes are Clove, Vanilla and Casablanca Lily; base notes are Agarwood (Oud), Amber and Patchouli."
Patchouli Indulgence Avonfor women and men,for women and men,3.89,393,"['patchouli', 'rose', 'fresh spicy', 'woody', 'citrus', 'powdery', 'warm spicy', 'musky', 'amber', 'floral']",['Alexandra Carlin'],"Patchouli IndulgencebyAvonis a Amber Woody fragrance for women and men.Patchouli Indulgencewas launched in 2020. The nose behind this fragrance is Alexandra Carlin. Top notes are Sichuan Pepper, Pink Pepper and Bergamot; middle notes are Rose, Violet and Lily-of-the-Valley; base notes are Patchouli, Amber and Musk."
Aspire Avonfor women,for women,3.14,300,"['white floral', 'aldehydic', 'powdery', 'woody', 'fresh', 'iris', 'soapy', 'musky', 'rose', 'citrus']",['Nathalie Feisthauer'],"AspirebyAvonis a Floral Woody Musk fragrance for women.Aspirewas launched in 2011. The nose behind this fragrance is Nathalie Feisthauer. Top note is Aldehydes; middle notes are Jasmine, African Orange Flower, Iris and Rose; base notes are Musk, Sandalwood and Virginia Cedar."
Attraction Avonfor women,for women,3.88,"1,801","['sweet', 'fruity', 'amber', 'musky', 'powdery', 'vanilla', 'soft spicy']",['Honorine Blanc'],"AttractionbyAvonis a Floral Woody Musk fragrance for women.Attractionwas launched in 2015. The nose behind this fragrance is Honorine Blanc. Top notes are Blackberry, Pear and Pink Pepper; middle notes are Musk, Black Orchid and Jasmine; base notes are Amber, Madagascar Vanilla, Praline and Labdanum."
Attraction Avonfor men,for men,3.75,236,"['warm spicy', 'aromatic', 'musky', 'woody', 'amber', 'vanilla', 'sweet', 'powdery', 'patchouli', 'balsamic']",['Adilson Rato'],"AttractionbyAvonis a fragrance for men.Attractionwas launched in 2015. The nose behind this fragrance is Adilson Rato. Top notes are Cardamom, Ginger and Juniper; middle notes are Musk, Patchouli and Clary Sage; base notes are Tonka Bean, Labdanum and Guaiac Wood."
Attraction Desire For Her Avonfor women,for women,3.76,277,"['amber', 'powdery', 'cherry', 'warm spicy', 'sweet', 'white floral', 'iris', 'woody', 'balsamic', 'citrus']",['Gabriela Chelariu'],"Attraction Desire For HerbyAvonis a Amber Woody fragrance for women.Attraction Desire For Herwas launched in 2021. The nose behind this fragrance is Gabriela Chelariu. Top notes are Cherry, Saffron and Mandarin Orange; middle notes are Iris, Jasmine Sambac and Lily; base notes are Amber, Tolu Balsam and Sandalwood."
Attraction Desire For Him Avonfor men,for men,3.96,160,"['powdery', 'woody', 'cherry', 'iris', 'aromatic', 'warm spicy', 'leather', 'violet', 'amber', 'earthy']",['Gabriela Chelariu'],"Attraction Desire For HimbyAvonis a Amber Woody fragrance for men.Attraction Desire For Himwas launched in 2021. The nose behind this fragrance is Gabriela Chelariu. Top notes are Cherry, Cardamom and Bergamot; middle notes are Orris Root, Leather, Violet and Lavender; base notes are Sandalwood, Amber and Vetiver."
Attraction Game For Her Avonfor women,for women,3.88,208,"['sweet', 'fruity', 'chocolate', 'amber', 'warm spicy', 'vanilla', 'woody', 'cacao', 'tuberose', 'soft spicy']","['Gabriela Chelariu', 'Honorine Blanc']","Attraction Game For HerbyAvonis a Woody fragrance for women.Attraction Game For Herwas launched in 2021. Attraction Game For Her was created by Honorine Blanc and Gabriela Chelariu. Top notes are Blackberry, Pear and Pink Pepper; middle notes are Dark Chocolate and Tuberose; base notes are Tonka Bean, Amber and Woody Notes."
Attraction Game For Him Avonfor men,for men,3.61,56,"['warm spicy', 'chocolate', 'sweet', 'fresh spicy', 'lactonic', 'woody', 'aromatic', 'fruity', 'cacao', 'herbal']",['Adilson Rato'],"Attraction Game For HimbyAvonis a fragrance for men.Attraction Game For Himwas launched in 2021. The nose behind this fragrance is Adilson Rato. Top notes are Pepper, Pear and Cardamom; middle notes are Dark Chocolate and Artemisia; base notes are Milk and Woody Notes."
Attraction Intense Avonfor women,for women,3.94,117,"['sweet', 'fruity', 'coconut', 'lactonic', 'warm spicy', 'musky']",['Honorine Blanc'],"Attraction IntensebyAvonis a fragrance for women. This is a new fragrance.Attraction Intensewas launched in 2022. The nose behind this fragrance is Honorine Blanc. Top notes are Candied Ginger, Pear and Blackberry; middle notes are Musk, Gardenia and Black Orchid; base notes are Praline, Coconut and Styrax."
Attraction Intense Avonfor men,for men,3.79,14,"['musky', 'warm spicy', 'amber', 'powdery', 'fruity', 'animalic', 'patchouli', 'sweet']",['Adilson Rato'],"Attraction IntensebyAvonis a fragrance for men. This is a new fragrance.Attraction Intensewas launched in 2022. The nose behind this fragrance is Adilson Rato. Top notes are Cardamom, Ginger and Plum; middle notes are Musk, Indonesian Patchouli Leaf and Clary Sage; base notes are Amber, Suede and Vetiver."
Attraction One Fresh Avonfor women and men,for women and men,3.78,240,"['citrus', 'woody', 'sweet', 'white floral', 'fruity', 'aquatic', 'fresh', 'amber', 'powdery', 'violet']","['Frank Voelkl', 'Honorine Blanc']","Attraction One FreshbyAvonis a Citrus Aromatic fragrance for women and men.Attraction One Freshwas launched in 2020. Attraction One Fresh was created by Honorine Blanc and Frank Voelkl. Top notes are Fig, Lemon Blossom, Brazilian Orange and Violet; middle notes are Lime, Watery Notes and Lily-of-the-Valley; base notes are Cedar, Tonka Bean and Benzoin."
Attraction One Intense Avonfor women and men,for women and men,3.97,175,"['warm spicy', 'vanilla', 'aromatic', 'coffee', 'woody', 'powdery', 'sweet', 'citrus']",['Frank Voelkl'],"Attraction One IntensebyAvonis a Amber Woody fragrance for women and men.Attraction One Intensewas launched in 2020. The nose behind this fragrance is Frank Voelkl. Top notes are Cardamom, Pink Pepper, Bergamot and Watery Notes; middle notes are Coffee, Saffron and Lemon Blossom; base notes are Vanilla, Sandalwood and Tonka Bean."
Attraction Rush for Her Avonfor women,for women,3.86,336,"['powdery', 'amber', 'chocolate', 'warm spicy', 'woody', 'sweet', 'fruity', 'violet', 'green', 'rose']",['Jerry Caiazzo'],"Attraction Rush for HerbyAvonis a Amber Floral fragrance for women.Attraction Rush for Herwas launched in 2017. The nose behind this fragrance is Jerry Caiazzo. Top notes are Peach, Wild Strawberry Leaf and Pink Grapefruit; middle notes are Violet, Rose Petals and Indian Jasmine; base notes are Dark Chocolate, Amber and Sandalwood."
Attraction Rush for Him Avonfor men,for men,3.52,58,"['amber', 'cinnamon', 'warm spicy', 'citrus', 'aromatic', 'fruity', 'musky', 'soft spicy', 'herbal', 'patchouli']","['Caroline Sabas', 'Jacques Huclier']","Attraction Rush for HimbyAvonis a Amber Woody fragrance for men.Attraction Rush for Himwas launched in 2017. Attraction Rush for Him was created by Caroline Sabas and Jacques Huclier. Top notes are Mandarin Orange, Green Apple, Lavender and Lime; middle notes are Cinnamon, Sage and Tarragon; base notes are Amber, Musk and Patchouli Leaf."
Attraction Sensation Avonfor women,for women,3.69,360,"['leather', 'fruity', 'white floral', 'warm spicy', 'animalic', 'floral', 'sweet', 'citrus', 'smoky', 'fresh']",['Laurent Le Guernec'],"Attraction SensationbyAvonis a Amber Floral fragrance for women.Attraction Sensationwas launched in 2019. The nose behind this fragrance is Laurent Le Guernec. Top notes are Plum, Ginger and Tangerine; middle notes are Jasmine, Freesia and Black Iris; base notes are Leather, Cashmere Wood and Amber Xtreme."
Attraction Sensation Avonfor men,for men,3.85,52,"['aromatic', 'fresh spicy', 'warm spicy', 'lavender', 'leather', 'woody', 'soft spicy', 'earthy', 'patchouli', 'herbal']",['Michelle DeFina'],"Attraction SensationbyAvonis a Amber Fougere fragrance for men.Attraction Sensationwas launched in 2019. The nose behind this fragrance is Michelle DeFina. Top notes are Black Pepper and Ginger; middle notes are Lavender and Clary Sage; base notes are Leather, Vetiver and Patchouli."
Avon Luck Eau So Free Avonfor women,for women,3.86,44,"['citrus', 'fresh spicy', 'floral', 'aromatic', 'patchouli', 'warm spicy', 'amber', 'woody', 'rose']",['Caroline Sabas'],"Avon Luck Eau So FreebyAvonis a Floral fragrance for women. This is a new fragrance.Avon Luck Eau So Freewas launched in 2022. The nose behind this fragrance is Caroline Sabas. Top notes are Lemon, Bergamot and Pepper; middle notes are Damask Rose, Peach Blossom and Jasmine; base notes are Patchouli, Amber and Vanilla Orchid."
Avon Luck for Her Avonfor women,for women,3.77,"1,931","['white floral', 'fruity', 'citrus', 'woody', 'sweet', 'fresh', 'powdery', 'sour', 'warm spicy']","['Adriana Medina-Baez', 'Sonia Constant']","Avon Luck for HerbyAvonis a Amber Floral fragrance for women.Avon Luck for Herwas launched in 2014. Avon Luck for Her was created by Adriana Medina-Baez and Sonia Constant. Top notes are Red Berries, Mandarin Orange and Bergamot; middle notes are White Flowers and Night blooming Cereus; base note is Sandalowood."
Avon Luck for Him Avonfor men,for men,3.71,217,"['woody', 'citrus', 'warm spicy', 'fresh spicy', 'soft spicy', 'powdery', 'sweet']",['David Apel'],Avon Luck for HimbyAvonis a Woody Aromatic fragrance for men.Avon Luck for Himwas launched in 2014. The nose behind this fragrance is David Apel. Top notes are Mandarin Orange and Pink Pepper; middle notes are Aromatic Spices and Nutmeg; base notes are Sandalwood and Woodsy Notes.
Musk + > Storm Avonfor men,for men,3.86,112,"['warm spicy', 'woody', 'aromatic', 'green', 'musky', 'patchouli', 'fresh spicy', 'powdery']",['Adilson Rato'],Musk + > StormbyAvonis a Aromatic fragrance for men.Musk + > Stormwas launched in 2016. The nose behind this fragrance is Adilson Rato.
